sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Artsakh Arts & Cultural Foundation,821391892,Glendale,CA,A12,,https://projects.propublica.org/nonprofits/organizations/821391892,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
Oceanside Cultural Arts Foundation,330357137,Oceanside,CA,A20,,https://projects.propublica.org/nonprofits/organizations/330357137,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
Tulare Cultural Arts Foundation,770470854,Tulare,CA,A120,,https://projects.propublica.org/nonprofits/organizations/770470854,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
Youth Cultural Arts Foundation,911906431,Buena Park,CA,P80,,https://projects.propublica.org/nonprofits/organizations/911906431,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
Torrance Cultural Arts Center Foundation,330625499,Torrance,CA,A51Z,,https://projects.propublica.org/nonprofits/organizations/330625499,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
Arts And Beyond Cultural Foundation,934566686,Los Angeles,CA,,,https://projects.propublica.org/nonprofits/organizations/934566686,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
San Joaquin County Office Of Education Educational Foundation,680342748,Stockton,CA,B122,,https://projects.propublica.org/nonprofits/organizations/680342748,education,2025-10-17 17:58:15,,,,,,,,not_contacted,no,no,,,,high
Viewpoint Educational Foundation,952242261,Calabasas,CA,,,https://projects.propublica.org/nonprofits/organizations/952242261,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Carlsbad Educational Foundation,953768448,Carlsbad,CA,,,https://projects.propublica.org/nonprofits/organizations/953768448,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Pasadena Educational Foundation,237149451,Pasadena,CA,T30,,https://projects.propublica.org/nonprofits/organizations/237149451,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Piedmont Educational Foundation,946426176,Piedmont,CA,B17J,,https://projects.propublica.org/nonprofits/organizations/946426176,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Thornston Educational Fund,522350466,Wrightwood,CA,B12,,https://projects.propublica.org/nonprofits/organizations/522350466,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Moraga Educational Foundation,942791659,Moraga,CA,B20,,https://projects.propublica.org/nonprofits/organizations/942791659,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Alliant Educational Foundation,542110067,San Diego,CA,B43,,https://projects.propublica.org/nonprofits/organizations/542110067,educational,2025-10-17 17:58:16,,,,,,,,not_contacted,no,no,,,,high
Hispanic Scholarship Fund,521051044,El Segundo,CA,B820,,https://projects.propublica.org/nonprofits/organizations/521051044,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Islamic Scholarship Fund,208540050,Berkeley,CA,B82,,https://projects.propublica.org/nonprofits/organizations/208540050,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Desert Scholarship Foundation,812886019,Palm Desert,CA,B82,,https://projects.propublica.org/nonprofits/organizations/812886019,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Iranian Scholarship Fund,203100594,Menlo Park,CA,B82,,https://projects.propublica.org/nonprofits/organizations/203100594,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Rossmoor Scholarship Foundation,946126368,Walnut Creek,CA,B82Z,,https://projects.propublica.org/nonprofits/organizations/946126368,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Croatian Scholarship Fund,680231056,San Ramon,CA,,,https://projects.propublica.org/nonprofits/organizations/680231056,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Scaife Scholarship Foundation,943161402,Oakland,CA,,,https://projects.propublica.org/nonprofits/organizations/943161402,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Almanor Scholarship Fund,946066722,Chester,CA,,,https://projects.propublica.org/nonprofits/organizations/946066722,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Hayfork Scholarship Foundation,237411434,Hayfork,CA,,,https://projects.propublica.org/nonprofits/organizations/237411434,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Hope Scholarship Foundation,912156704,Los Angeles,CA,B82,,https://projects.propublica.org/nonprofits/organizations/912156704,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Paradise Scholarship Foundation,237013007,Paradise,CA,B82Z,,https://projects.propublica.org/nonprofits/organizations/237013007,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Smith Scholarship Foundation,271079975,Cerritos,CA,B82,,https://projects.propublica.org/nonprofits/organizations/271079975,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Anc Scholarship Foundation,204562752,Lake View Ter,CA,B82,,https://projects.propublica.org/nonprofits/organizations/204562752,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Asus Scholarship Foundation,852889969,Fremont,CA,B12,,https://projects.propublica.org/nonprofits/organizations/852889969,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Cio Scholarship Fund,200332093,Laguna Beach,CA,B82,,https://projects.propublica.org/nonprofits/organizations/200332093,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Mariachi Scholarship Foundation,330866851,Bonita,CA,A25,,https://projects.propublica.org/nonprofits/organizations/330866851,scholarship,2025-10-17 17:58:23,,,,,,,,not_contacted,no,no,,,,high
Asher Student Foundation,381690200,San Francisco,CA,B80,,https://projects.propublica.org/nonprofits/organizations/381690200,student,2025-10-17 17:58:25,,,,,,,,not_contacted,no,no,,,,high
Student Athlete Foundation,843262312,Corona,CA,N40,,https://projects.propublica.org/nonprofits/organizations/843262312,student,2025-10-17 17:58:25,,,,,,,,not_contacted,no,no,,,,high
Curious Student Foundation,814649987,Victorville,CA,B90,,https://projects.propublica.org/nonprofits/organizations/814649987,student,2025-10-17 17:58:25,,,,,,,,not_contacted,no,no,,,,high
Student Voice Foundation,823494227,Irvine,CA,,,https://projects.propublica.org/nonprofits/organizations/823494227,student,2025-10-17 17:58:25,,,,,,,,not_contacted,no,no,,,,high
Social Impact Fund,461820448,Los Angeles,CA,T12,,https://projects.propublica.org/nonprofits/organizations/461820448,social,2025-10-17 17:58:27,,,,,,,,not_contacted,no,no,,,,high
Social Justice Foundation,261135315,Thousand Oaks,CA,B99,,https://projects.propublica.org/nonprofits/organizations/261135315,social,2025-10-17 17:58:27,,,,,,,,not_contacted,no,no,,,,high
Civic Space Foundation,881045135,San Francisco,CA,B99,,https://projects.propublica.org/nonprofits/organizations/881045135,civic,2025-10-17 17:58:28,,,,,,,,not_contacted,no,no,,,,high
Civic Circle Foundation,562631326,Corona,CA,P330,,https://projects.propublica.org/nonprofits/organizations/562631326,civic,2025-10-17 17:58:28,,,,,,,,not_contacted,no,no,,,,high
Harbor Civic Foundation,954753398,San Pedro,CA,W24,,https://projects.propublica.org/nonprofits/organizations/954753398,civic,2025-10-17 17:58:28,,,,,,,,not_contacted,no,no,,,,high
Charitysmith Nonprofit Foundation,870636433,Truckee,CA,T31,,https://projects.propublica.org/nonprofits/organizations/870636433,nonprofit,2025-10-17 17:58:31,,,,,,,,not_contacted,no,no,,,,high
Adesso Nonprofit Foundation,844075301,Walnut,CA,T20,,https://projects.propublica.org/nonprofits/organizations/844075301,nonprofit,2025-10-17 17:58:31,,,,,,,,not_contacted,no,no,,,,high
Washington Charitable Foundation,883626175,Los Angeles,CA,Q20,,https://projects.propublica.org/nonprofits/organizations/883626175,charitable,2025-10-17 17:58:33,,,,,,,,not_contacted,no,no,,,,high
Dpk Charitable Foundation,884378188,San Diego,CA,B12,,https://projects.propublica.org/nonprofits/organizations/884378188,charitable,2025-10-17 17:58:33,,,,,,,,not_contacted,no,no,,,,high
Navigation Charitable Fund,921117448,Berkeley,CA,U05,,https://projects.propublica.org/nonprofits/organizations/921117448,charitable,2025-10-17 17:58:33,,,,,,,,not_contacted,no,no,,,,high
Daffy Charitable Fund,863177440,Los Altos,CA,T30,,https://projects.propublica.org/nonprofits/organizations/863177440,charitable,2025-10-17 17:58:33,,,,,,,,not_contacted,no,no,,,,high
Intrepid Philanthropy Foundation,300527867,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/300527867,philanthropy,2025-10-17 17:58:34,,,,,,,,not_contacted,no,no,,,,high
Global Philanthropy Foundation,471637839,Santa Monica,CA,T02,,https://projects.propublica.org/nonprofits/organizations/471637839,philanthropy,2025-10-17 17:58:34,,,,,,,,not_contacted,no,no,,,,high
Giving Foundation,810705849,San Diego,CA,P20,,https://projects.propublica.org/nonprofits/organizations/810705849,giving,2025-10-17 17:58:36,,,,,,,,not_contacted,no,no,,,,high
Corporate Fund For Housing,953935881,Long Beach,CA,L200,,https://projects.propublica.org/nonprofits/organizations/953935881,corporate,2025-10-17 17:58:37,,,,,,,,not_contacted,no,no,,,,high
Aids Healthcare Foundation,954112121,Los Angeles,CA,P74Z,,https://projects.propublica.org/nonprofits/organizations/954112121,healthcare,2025-10-17 17:58:48,,,,,,,,not_contacted,no,no,,,,high
Hoag Hospital Foundation,953222343,Newport Beach,CA,E112,,https://projects.propublica.org/nonprofits/organizations/953222343,hospital,2025-10-17 17:58:50,,,,,,,,not_contacted,no,no,,,,high
Washington Hospital Foundation,942886219,Fremont,CA,E20I,,https://projects.propublica.org/nonprofits/organizations/942886219,hospital,2025-10-17 17:58:50,,,,,,,,not_contacted,no,no,,,,high
Grossmont Hospital Foundation,330124488,San Diego,CA,E22I,,https://projects.propublica.org/nonprofits/organizations/330124488,hospital,2025-10-17 17:58:50,,,,,,,,not_contacted,no,no,,,,high
Coronado Hospital Foundation,953273985,San Diego,CA,E110,,https://projects.propublica.org/nonprofits/organizations/953273985,hospital,2025-10-17 17:58:50,,,,,,,,not_contacted,no,no,,,,high
Human Service Foundation,942788195,Alamo,CA,,,https://projects.propublica.org/nonprofits/organizations/942788195,human services,2025-10-17 17:58:53,,,,,,,,not_contacted,no,no,,,,high
Sierra Quest Human Services Foundation Inc,611602221,Mariposa,CA,P32,,https://projects.propublica.org/nonprofits/organizations/611602221,human services,2025-10-17 17:58:53,,,,,,,,not_contacted,no,no,,,,high
White Diamond Human Services Foundation Inc,824209709,Carson,CA,F70,,https://projects.propublica.org/nonprofits/organizations/824209709,human services,2025-10-17 17:58:53,,,,,,,,not_contacted,no,no,,,,high
Olive Children Foundation,271798340,Fremont,CA,B82,,https://projects.propublica.org/nonprofits/organizations/271798340,children,2025-10-17 17:58:57,,,,,,,,not_contacted,no,no,,,,high
New York Foundation For Leadership,460470325,Glendale,CA,B82,,https://projects.propublica.org/nonprofits/organizations/460470325,new york,2025-10-17 17:58:58,,,,,,,,not_contacted,no,no,,,,high
Pediatric Cancer Research Foundation New York,273051697,Irvine,CA,G123,,https://projects.propublica.org/nonprofits/organizations/273051697,new york,2025-10-17 17:58:58,,,,,,,,not_contacted,no,no,,,,high
National City Chamber Foundation,832467397,National City,CA,S30,,https://projects.propublica.org/nonprofits/organizations/832467397,national,2025-10-17 17:59:00,,,,,,,,not_contacted,no,no,,,,high
National City Otnc Foundation,861265012,National City,CA,A20,,https://projects.propublica.org/nonprofits/organizations/861265012,national,2025-10-17 17:59:00,,,,,,,,not_contacted,no,no,,,,high
701 National City Boulevard Fund,270370274,National City,CA,S99,,https://projects.propublica.org/nonprofits/organizations/270370274,national,2025-10-17 17:59:00,,,,,,,,not_contacted,no,no,,,,high
National City Public Safety Foundation,562609133,National City,CA,M12,,https://projects.propublica.org/nonprofits/organizations/562609133,national,2025-10-17 17:59:00,,,,,,,,not_contacted,no,no,,,,high
National City Rotary Club Foundation,330644806,National City,CA,P20,,https://projects.propublica.org/nonprofits/organizations/330644806,national,2025-10-17 17:59:00,,,,,,,,not_contacted,no,no,,,,high
American Canyon Arts Foundation,680347469,American Cyn,CA,A99Z,,https://projects.propublica.org/nonprofits/organizations/680347469,american,2025-10-17 17:59:01,,,,,,,,not_contacted,no,no,,,,high
United States Energy Foundation,831740146,San Francisco,CA,T30,,https://projects.propublica.org/nonprofits/organizations/831740146,united states,2025-10-17 17:59:03,,,,,,,,not_contacted,no,no,,,,high
United States Rugby Foundation,815187776,San Diego,CA,N60,,https://projects.propublica.org/nonprofits/organizations/815187776,united states,2025-10-17 17:59:03,,,,,,,,not_contacted,no,no,,,,high
United States International Foundation,994429484,Los Angeles,CA,P20,,https://projects.propublica.org/nonprofits/organizations/994429484,united states,2025-10-17 17:59:03,,,,,,,,not_contacted,no,no,,,,high
United States Lifesaving Foundation,134337152,Laguna Beach,CA,,,https://projects.propublica.org/nonprofits/organizations/134337152,united states,2025-10-17 17:59:03,,,,,,,,not_contacted,no,no,,,,high
The Foundation,920742101,Austin,TX,B20,,https://projects.propublica.org/nonprofits/organizations/920742101,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Minaret Foundation,833372048,Houston,TX,P20,,https://projects.propublica.org/nonprofits/organizations/833372048,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Ruwawuri Foundation,842657861,Fort Worth,TX,Q30,,https://projects.propublica.org/nonprofits/organizations/842657861,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Pursuit Foundation,742179425,Houston,TX,P820,,https://projects.propublica.org/nonprofits/organizations/742179425,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Longview Foundation,873513657,Longview,TX,T31,,https://projects.propublica.org/nonprofits/organizations/873513657,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Sarofim Foundation,237065248,Houston,TX,,,https://projects.propublica.org/nonprofits/organizations/237065248,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Sarofim Foundation,372090276,Houston,TX,T20,,https://projects.propublica.org/nonprofits/organizations/372090276,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Moody Foundation,741403105,Galveston,TX,T22,,https://projects.propublica.org/nonprofits/organizations/741403105,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Odonnell Foundation,756023326,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/756023326,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Kinder Foundation,760519073,Houston,TX,T20Z,,https://projects.propublica.org/nonprofits/organizations/760519073,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Trellis Foundation,814714749,Round Rock,TX,P20,,https://projects.propublica.org/nonprofits/organizations/814714749,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Fmh Foundation,272504803,Midland,TX,T22,,https://projects.propublica.org/nonprofits/organizations/272504803,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Philecology Foundation,208987808,Fort Worth,TX,T22,,https://projects.propublica.org/nonprofits/organizations/208987808,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Musk Foundation,770587507,Austin,TX,T21,,https://projects.propublica.org/nonprofits/organizations/770587507,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
Karakin Foundation,752692023,Abilene,TX,T22Z,,https://projects.propublica.org/nonprofits/organizations/752692023,foundation,2025-10-17 17:59:04,,,,,,,,not_contacted,no,no,,,,high
